onset	duration	trial	sync_side	key	dominant
0.0	n/a	start_rivalry	right	n/a	n/a
3.821650837548077	n/a	keypress	right	right	synchronous
6.050005001015961	2.228354163467884	keypress	right	left	asynchronous
8.38923370372504	2.339228702709079	keypress	right	right	synchronous
11.038232943043113	2.648999239318073	keypress	right	left	asynchronous
12.788318868726492	1.7500859256833792	keypress	right	right	synchronous
14.433559039607644	1.6452401708811522	keypress	right	left	asynchronous
16.452395246364176	2.018836206756532	keypress	right	right	synchronous
17.989556912332773	1.537161665968597	keypress	right	left	asynchronous
20.05809627659619	2.0685393642634153	keypress	right	right	synchronous
21.4399003572762	1.3818040806800127	keypress	right	left	asynchronous
23.24788448214531	1.8079841248691082	keypress	right	right	synchronous
25.267318073660135	2.019433591514826	keypress	right	left	asynchronous
27.07338214945048	1.8060640757903457	keypress	right	right	synchronous
29.51466537732631	2.4412832278758287	keypress	right	left	asynchronous
32.22126539796591	2.7066000206395984	keypress	right	right	synchronous
35.08568247780204	2.86441707983613	keypress	right	left	asynchronous
36.730618379078805	1.6449359012767673	keypress	right	right	synchronous
39.016004393808544	2.2853860147297382	keypress	right	left	asynchronous
42.73164910078049	3.7156447069719434	keypress	right	right	synchronous
48.252056180499494	5.520407079719007	keypress	right	left	asynchronous
50.16564933862537	1.9135931581258774	keypress	right	right	synchronous
51.91521907225251	1.7495697336271405	keypress	right	left	asynchronous
54.56344857439399	2.6482295021414757	keypress	right	right	synchronous
57.90807977877557	3.344631204381585	keypress	right	left	asynchronous
59.184320317581296	1.2762405388057232	keypress	right	right	synchronous
60.82716081198305	1.642840494401753	keypress	right	left	asynchronous
61.890809460543096	1.0636486485600471	keypress	right	right	synchronous
65.17663011420518	3.2858206536620855	keypress	right	left	asynchronous
66.97512944415212	1.7984993299469352	keypress	right	right	synchronous
68.72821679338813	1.7530873492360115	keypress	right	left	asynchronous
71.75857511349022	3.0303583201020956	keypress	right	right	synchronous
73.82432153169066	2.0657464182004333	keypress	right	left	asynchronous
75.41557459440082	1.591253062710166	keypress	right	right	synchronous
77.27188913244754	1.8563145380467176	keypress	right	left	asynchronous
79.55057667009532	2.2786875376477838	keypress	right	right	synchronous
81.72659608628601	2.176019416190684	keypress	right	left	asynchronous
85.4442881513387	3.717692065052688	keypress	right	right	synchronous
86.87550553493202	1.4312173835933208	keypress	right	left	asynchronous
88.14353835582733	1.2680328208953142	keypress	right	right	synchronous
90.96228355169296	2.818745195865631	keypress	right	left	asynchronous
92.76687811221927	1.8045945605263114	keypress	right	right	synchronous
93.61582547426224	0.8489473620429635	keypress	right	left	asynchronous
94.8370477091521	1.221222234889865	keypress	right	right	synchronous
96.37401446606964	1.5369667569175363	keypress	right	left	asynchronous
98.91965874750167	2.5456442814320326	keypress	right	right	synchronous
102.15833961218596	3.2386808646842837	keypress	right	left	asynchronous
105.65797632560134	3.4996367134153843	keypress	right	right	synchronous
108.6328601911664	2.9748838655650616	keypress	right	left	asynchronous
112.44799386058003	3.815133669413626	keypress	right	right	synchronous
114.30332630779594	1.8553324472159147	keypress	right	left	asynchronous
115.78582327347249	1.482496965676546	keypress	right	right	synchronous
116.84655715338886	1.06073387991637	keypress	right	left	asynchronous
121.94319816399366	5.096641010604799	keypress	right	right	synchronous
122.68729114346206	0.7440929794684052	keypress	right	left	asynchronous
123.21804238203913	0.5307512385770679	keypress	right	right	synchronous
125.28348427545279	2.065441893413663	keypress	right	left	asynchronous
127.78427702654153	2.5007927510887384	keypress	right	right	synchronous
129.80163551867008	2.017358492128551	keypress	right	left	asynchronous
131.71273696701974	1.9111014483496547	keypress	right	right	synchronous
134.31242094468325	2.599683977663517	keypress	right	left	asynchronous
137.12154433038086	2.8091233856976032	keypress	right	right	synchronous
140.30633823852986	3.184793908149004	keypress	right	left	asynchronous
143.01272922568023	2.706390987150371	keypress	right	right	synchronous
146.94126287475228	3.928533649072051	keypress	right	left	asynchronous
148.8517773123458	1.9105144375935197	keypress	right	right	synchronous
150.92148415744305	2.069706845097244	keypress	right	left	asynchronous
152.25547764450312	1.33399348706007	keypress	right	right	synchronous
155.81827092077583	3.562793276272714	keypress	right	left	asynchronous
158.41369078401476	2.5954198632389307	keypress	right	right	synchronous
160.00459440425038	1.590903620235622	keypress	right	left	asynchronous
161.06528962776065	1.0606952235102654	keypress	right	right	synchronous
165.31352203991264	4.248232412151992	keypress	right	left	asynchronous
168.18245619349182	2.8689341535791755	keypress	right	right	synchronous
171.47302288468927	3.290566691197455	keypress	right	left	asynchronous
172.69596694782376	1.2229440631344914	keypress	right	right	synchronous
173.22614997811615	0.5301830302923918	keypress	right	left	asynchronous
175.40392678231	2.1777768041938543	keypress	right	right	synchronous
180.23854542896152	4.834618646651506	keypress	right	left	asynchronous
183.89267887733877	3.6541334483772516	keypress	right	right	synchronous
186.75436944048852	2.8616905631497502	keypress	right	left	asynchronous
188.45229669008404	1.6979272495955229	keypress	right	right	synchronous
191.79450724367052	3.342210553586483	keypress	right	left	asynchronous
192.64459590800107	0.8500886643305421	keypress	right	right	synchronous
193.2801993265748	0.6356034185737371	keypress	right	left	asynchronous
193.80977383814752	0.5295745115727186	keypress	right	right	synchronous
195.3498955424875	1.540121704339981	keypress	right	left	asynchronous
197.84555713180453	2.4956615893170238	keypress	right	right	synchronous
201.39866665937006	3.553109527565539	keypress	right	left	asynchronous
204.31826727464795	2.9196006152778864	keypress	right	right	synchronous
207.12588083278388	2.8076135581359267	keypress	right	left	asynchronous
210.41433594562113	3.288455112837255	keypress	right	right	synchronous
212.90909053757787	2.4947545919567347	keypress	right	left	asynchronous
215.5672331834212	2.658142645843327	keypress	right	right	synchronous
216.46810152754188	0.9008683441206813	keypress	right	left	asynchronous
217.7415708564222	1.27346932888031	keypress	right	right	synchronous
221.93497992679477	4.1934090703725815	keypress	right	left	asynchronous
223.21215009782463	1.2771701710298657	keypress	right	right	synchronous
224.86096786614507	1.6488177683204412	keypress	right	left	asynchronous
226.55809366423637	1.6971257980912924	keypress	right	right	synchronous
228.0990607040003	1.5409670397639275	keypress	right	left	asynchronous
230.01130311749876	1.9122424134984612	keypress	right	right	synchronous
233.78088652994484	3.7695834124460816	keypress	right	left	asynchronous
236.11717797350138	2.336291443556547	keypress	right	right	synchronous
241.1037362460047	4.986558272503316	keypress	right	left	asynchronous
244.76942969299853	3.665693446993828	keypress	right	right	synchronous
248.11063003726304	3.3412003442645073	keypress	right	left	asynchronous
250.0212577432394	1.910627705976367	keypress	right	right	synchronous
252.72190759144723	2.7006498482078314	keypress	right	left	asynchronous
253.5720598436892	0.8501522522419691	keypress	right	right	synchronous
254.52822495810688	0.9561651144176722	keypress	right	left	asynchronous
255.90768124256283	1.379456284455955	keypress	right	right	synchronous
258.6638855095953	2.7562042670324445	keypress	right	left	asynchronous
261.89731000363827	3.2334244940429926	keypress	right	right	synchronous
263.86625621374696	1.9689462101086974	keypress	right	left	asynchronous
265.6671929946169	1.8009367808699608	keypress	right	right	synchronous
266.46495069377124	0.7977576991543174	keypress	right	left	asynchronous
267.3693080274388	0.9043573336675763	keypress	right	right	synchronous
269.2304526185617	1.8611445911228657	keypress	right	left	asynchronous
270.6611619107425	1.4307092921808362	keypress	right	right	synchronous
272.36787993554026	1.7067180247977376	keypress	right	left	asynchronous
273.37557127233595	1.0076913367956877	keypress	right	right	synchronous
275.81707765720785	2.4415063848719	keypress	right	left	asynchronous
276.5604176064953	0.7433399492874742	keypress	right	right	synchronous
280.4396034842357	3.879185877740383	keypress	right	left	asynchronous
283.82964641507715	3.390042930841446	keypress	right	right	synchronous
286.0041891625151	2.174542747437954	keypress	right	left	asynchronous
287.27359991520643	1.2694107526913285	keypress	right	right	synchronous
288.12532955314964	0.8517296379432082	keypress	right	left	asynchronous
289.39771266561	1.2723831124603748	keypress	right	right	synchronous
291.209001082927	1.8112884173169732	keypress	right	left	asynchronous
292.1152811264619	0.9062800435349345	keypress	right	right	synchronous
293.180980887264	1.0656997608020902	keypress	right	left	asynchronous
295.78131946735084	2.6003385800868273	keypress	right	right	synchronous
299.2874903557822	3.5061708884313703	keypress	right	left	asynchronous
302.09871704131365	2.8112266855314374	keypress	right	right	synchronous
304.48573440499604	2.3870173636823893	keypress	right	left	asynchronous
305.8110901871696	1.325355782173574	keypress	right	right	synchronous
306.9358156165108	1.124725429341197	keypress	right	left	asynchronous
310.97189254593104	4.036076929420233	keypress	right	right	synchronous
313.4635022394359	2.49160969350487	keypress	right	left	asynchronous
315.16311492491513	1.6996126854792237	keypress	right	right	synchronous
317.3929686509073	2.229853725992143	keypress	right	left	asynchronous
318.77313342969865	1.380164778791368	keypress	right	right	synchronous
321.1098972586915	2.3367638289928436	keypress	right	left	asynchronous
324.2880782932043	3.178181034512818	keypress	right	right	synchronous
325.7314403299242	1.4433620367199183	keypress	right	left	asynchronous
327.1725902846083	1.4411499546840787	keypress	right	right	synchronous
330.3606710648164	3.188080780208111	keypress	right	left	asynchronous
333.80809107609093	3.4474200112745166	keypress	right	right	synchronous
335.6684901807457	1.860399104654789	keypress	right	left	asynchronous
337.52885447535664	1.8603642946109176	keypress	right	right	synchronous
340.125867751427	2.5970132760703564	keypress	right	left	asynchronous
342.3532473873347	2.2273796359077096	keypress	right	right	synchronous
343.63028108980507	1.2770337024703622	keypress	right	left	asynchronous
346.18197202216834	2.5516909323632717	keypress	right	right	synchronous
347.88099283352494	1.699020811356604	keypress	right	left	asynchronous
351.4282463975251	3.5472535640001297	keypress	right	right	synchronous
353.76574628800154	2.3374998904764652	keypress	right	left	asynchronous
357.11407751310617	3.34833122510463	keypress	right	right	synchronous
362.8567366646603	5.742659151554108	keypress	right	left	asynchronous
365.0863375887275	2.2296009240671992	keypress	right	right	synchronous
366.51604441180825	1.4297068230807781	keypress	right	left	asynchronous
369.22674499452114	2.7107005827128887	keypress	right	right	synchronous
373.62857542652637	4.401830432005227	keypress	right	left	asynchronous
376.86350943893194	3.2349340124055743	keypress	right	right	synchronous
378.4087308701128	1.5452214311808348	keypress	right	left	asynchronous
380.4277162142098	2.0189853440970182	keypress	right	right	synchronous
384.2460988126695	3.8183825984597206	keypress	right	left	asynchronous
385.73410356696695	1.4880047542974353	keypress	right	right	synchronous
387.0580925643444	1.3239889973774552	keypress	right	left	asynchronous
388.1732051242143	1.1151125598698854	keypress	right	right	synchronous
389.1796930730343	1.006487948819995	keypress	right	left	asynchronous
392.3113734005019	3.1316803274676204	keypress	right	right	synchronous
394.06147171743214	1.7500983169302344	keypress	right	left	asynchronous
