onset	duration	trial	sync_side	key	dominant
0.0	n/a	start_rivalry	right	n/a	n/a
5.418884032871574	n/a	keypress	right	right	synchronous
5.898018904030323	0.47913487115874887	keypress	right	left	asynchronous
9.344715221785009	3.446696317754686	keypress	right	right	synchronous
13.2720188787207	3.927303656935692	keypress	right	left	asynchronous
14.490930386818945	1.2189115080982447	keypress	right	right	synchronous
16.930431401822716	2.4395010150037706	keypress	right	left	asynchronous
18.75310712493956	1.822675723116845	keypress	right	right	synchronous
22.789135543163866	4.036028418224305	keypress	right	left	asynchronous
24.11470972886309	1.3255741856992245	keypress	right	right	synchronous
27.08789746509865	2.973187736235559	keypress	right	left	asynchronous
28.62425669003278	1.536359224934131	keypress	right	right	synchronous
34.726120648905635	6.101863958872855	keypress	right	left	asynchronous
35.735412758775055	1.0092921098694205	keypress	right	right	synchronous
37.69465727871284	1.9592445199377835	keypress	right	left	asynchronous
40.39641137095168	2.7017540922388434	keypress	right	right	synchronous
42.94713910575956	2.5507277348078787	keypress	right	left	asynchronous
45.17472703382373	2.2275879280641675	keypress	right	right	synchronous
48.52184836473316	3.347121330909431	keypress	right	left	asynchronous
50.59072443610057	2.068876071367413	keypress	right	right	synchronous
52.98308567889035	2.392361242789775	keypress	right	left	asynchronous
54.837506839074194	1.854421160183847	keypress	right	right	synchronous
56.69401570595801	1.8565088668838143	keypress	right	left	asynchronous
58.391250052955	1.6972343469969928	keypress	right	right	synchronous
60.144297658931464	1.7530476059764624	keypress	right	left	asynchronous
63.332801923155785	3.1885042642243207	keypress	right	right	synchronous
67.05005927896127	3.7172573558054864	keypress	right	left	asynchronous
69.80480000376701	2.7547407248057425	keypress	right	right	synchronous
72.82763731712475	3.0228373133577406	keypress	right	left	asynchronous
74.79027118906379	1.9626338719390333	keypress	right	right	synchronous
76.27400498278439	1.483733793720603	keypress	right	left	asynchronous
77.97300731716678	1.699002334382385	keypress	right	right	synchronous
79.67505221115425	1.7020448939874768	keypress	right	left	asynchronous
81.32078535109758	1.6457331399433315	keypress	right	right	synchronous
83.38676700880751	2.0659816577099264	keypress	right	left	asynchronous
86.0474665039219	2.660699495114386	keypress	right	right	synchronous
88.17550050793216	2.12803400401026	keypress	right	left	asynchronous
91.19513854710385	3.0196380391716957	keypress	right	right	synchronous
92.6800616378896	1.4849230907857418	keypress	right	left	asynchronous
96.3975672237575	3.7175055858679116	keypress	right	right	synchronous
98.6813661181368	2.283798894379288	keypress	right	left	asynchronous
100.70502767292783	2.0236615547910333	keypress	right	right	synchronous
107.9734629211016	7.268435248173773	keypress	right	left	asynchronous
108.71669442811981	0.7432315070182085	keypress	right	right	synchronous
110.35879713809118	1.6421027099713683	keypress	right	left	asynchronous
116.30312464293092	5.944327504839748	keypress	right	right	synchronous
117.78613470401615	1.4830100610852242	keypress	right	left	asynchronous
123.24703517276794	5.460900468751788	keypress	right	right	synchronous
126.48103882092983	3.234003648161888	keypress	right	left	asynchronous
129.81636724900454	3.3353284280747175	keypress	right	right	synchronous
131.72679979493842	1.9104325459338725	keypress	right	left	asynchronous
133.79833084298298	2.0715310480445623	keypress	right	right	synchronous
