onset	duration	trial	sync_side	key	dominant
0.0	n/a	start_rivalry	left	n/a	n/a
1.0106328218244016	n/a	keypress	left	right	asynchronous
2.1813925178721547	1.170759696047753	keypress	left	left	synchronous
3.720790596678853	1.5393980788066983	keypress	left	right	asynchronous
6.423466830980033	2.7026762343011796	keypress	left	left	synchronous
7.648961539845914	1.225494708865881	keypress	left	right	asynchronous
12.366739282850176	4.7177777430042624	keypress	left	left	synchronous
14.860773422755301	2.494034139905125	keypress	left	right	asynchronous
17.25089161703363	2.3901181942783296	keypress	left	left	synchronous
19.324447619728744	2.0735560026951134	keypress	left	right	asynchronous
22.87157990364358	3.5471322839148343	keypress	left	left	synchronous
24.882832986768335	2.011253083124757	keypress	left	right	asynchronous
27.10812180303037	2.2252888162620366	keypress	left	left	synchronous
29.548500869888812	2.4403790668584406	keypress	left	right	asynchronous
34.01156644197181	4.463065572082996	keypress	left	left	synchronous
38.51615825807676	4.5045918161049485	keypress	left	right	asynchronous
40.856278381776065	2.3401201236993074	keypress	left	left	synchronous
42.02079534903169	1.1645169672556221	keypress	left	right	asynchronous
44.088921485003084	2.068126135971397	keypress	left	left	synchronous
47.16433183290064	3.0754103478975594	keypress	left	right	asynchronous
48.38238132093102	1.218049488030374	keypress	left	left	synchronous
48.965808626729995	0.5834273057989776	keypress	left	right	asynchronous
50.9805623749271	2.0147537481971085	keypress	left	left	synchronous
53.30874159978703	2.328179224859923	keypress	left	right	asynchronous
57.28985003195703	3.9811084321700037	keypress	left	left	synchronous
61.47906874772161	4.189218715764582	keypress	left	right	asynchronous
68.5316891646944	7.052620416972786	keypress	left	left	synchronous
70.75853521283716	2.226846048142761	keypress	left	right	asynchronous
74.47397859068587	3.7154433778487146	keypress	left	left	synchronous
76.69848418375477	2.2245055930688977	keypress	left	right	asynchronous
84.07027333509177	7.371789151336998	keypress	left	left	synchronous
87.30944331502542	3.2391699799336493	keypress	left	right	asynchronous
89.11166362278163	1.8022203077562153	keypress	left	left	synchronous
93.99150804290548	4.879844420123845	keypress	left	right	asynchronous
95.00117534166202	1.0096672987565398	keypress	left	left	synchronous
96.43205701978877	1.4308816781267524	keypress	left	right	asynchronous
98.5018405248411	2.069783505052328	keypress	left	left	synchronous
101.8901065448299	3.388266019988805	keypress	left	right	asynchronous
104.91428736364469	3.0241808188147843	keypress	left	left	synchronous
106.77093762764707	1.8566502640023828	keypress	left	right	asynchronous
111.4377472018823	4.666809574235231	keypress	left	left	synchronous
113.5652140500024	2.1274668481200933	keypress	left	right	asynchronous
118.39088557567447	4.825671525672078	keypress	left	left	synchronous
122.84275151276961	4.4518659370951355	keypress	left	right	asynchronous
130.8057663058862	7.963014793116599	keypress	left	left	synchronous
131.39023438468575	0.5844680787995458	keypress	left	right	asynchronous
135.52508277771994	4.13484839303419	keypress	left	left	synchronous
136.00291446689516	0.47783168917521834	keypress	left	right	asynchronous
138.23332013003528	2.230405663140118	keypress	left	left	synchronous
141.4671445027925	3.2338243727572262	keypress	left	right	asynchronous
144.0062846839428	2.5391401811502874	keypress	left	left	synchronous
146.28549110982567	2.279206425882876	keypress	left	right	asynchronous
150.00416731182486	3.7186762019991875	keypress	left	left	synchronous
151.3300572228618	1.3258899110369384	keypress	left	right	asynchronous
155.94310134276748	4.61304411990568	keypress	left	left	synchronous
163.42154577886686	7.47844443609938	keypress	left	right	asynchronous
165.92028060602024	2.4987348271533847	keypress	left	left	synchronous
168.04188265884295	2.121602052822709	keypress	left	right	asynchronous
169.84565291693434	1.8037702580913901	keypress	left	left	synchronous
171.28006586898118	1.4344129520468414	keypress	left	right	asynchronous
173.08592899283394	1.8058631238527596	keypress	left	left	synchronous
184.43755072308704	11.3516217302531	keypress	left	right	asynchronous
187.67345843696967	3.235907713882625	keypress	left	left	synchronous
198.53739486308768	10.863936426118016	keypress	left	right	asynchronous
200.8686147350818	2.331219871994108	keypress	left	left	synchronous
202.61281658383086	1.7442018487490714	keypress	left	right	asynchronous
203.72857099864632	1.1157544148154557	keypress	left	left	synchronous
205.05810196185485	1.3295309632085264	keypress	left	right	asynchronous
206.9686472127214	1.9105452508665621	keypress	left	left	synchronous
208.50563862267882	1.536991409957409	keypress	left	right	asynchronous
211.37459375569597	2.8689551330171525	keypress	left	left	synchronous
212.43671179004014	1.0621180343441665	keypress	left	right	asynchronous
214.77049960568547	2.333787815645337	keypress	left	left	synchronous
217.10567028587684	2.335170680191368	keypress	left	right	asynchronous
218.85575390188023	1.7500836160033941	keypress	left	left	synchronous
225.857253159862	7.001499257981777	keypress	left	right	asynchronous
226.2283612396568	0.3711080797947943	keypress	left	left	synchronous
229.25179514288902	3.023433903232217	keypress	left	right	asynchronous
235.09151615668088	5.839721013791859	keypress	left	left	synchronous
236.84254225576296	1.7510260990820825	keypress	left	right	asynchronous
240.08004164369777	3.237499387934804	keypress	left	left	synchronous
242.88778129871935	2.807739655021578	keypress	left	right	asynchronous
249.40733178006485	6.5195504813455045	keypress	left	left	synchronous
256.09073052275926	6.683398742694408	keypress	left	right	asynchronous
261.1333121997304	5.042581676971167	keypress	left	left	synchronous
262.40791170904413	1.2745995093137026	keypress	left	right	asynchronous
264.6337038986385	2.225792189594358	keypress	left	left	synchronous
266.119969422929	1.486265524290502	keypress	left	right	asynchronous
270.308960726019	4.188991303090006	keypress	left	left	synchronous
273.3854631180875	3.0765023920685053	keypress	left	right	asynchronous
275.98860152065754	2.603138402570039	keypress	left	left	synchronous
279.49071907578036	3.5021175551228225	keypress	left	right	asynchronous
