onset	duration	sync_side	response	correct
0.0	9.977575035765767	left	left	True
12.04049373883754	10.043111017905176	left	left	True
25.3291197726503	10.026075452566147	left	left	True
37.719553073868155	10.027437280863523	right	left	False
50.05030383821577	9.977633897215128	left	right	False
63.7846940504387	9.987876001745462	right	left	False
76.08088741637766	9.989624984562397	right	right	True
88.1242225728929	10.042289910838008	right	left	False
99.96174997836351	9.9773875111714	right	right	True
112.15773660317063	10.033696132712066	right	left	False
124.3454275811091	10.041543301194906	left	left	True
136.334796493873	10.036887659691274	right	left	False
148.065736788325	10.037705779075623	left	left	True
159.79796272143722	10.024670057930052	right	right	True
172.49282071460038	10.034590388648212	left	right	False
186.19678290560842	10.035878105089068	left	left	True
197.9228015197441	10.040710680186749	right	left	False
210.79204824659973	10.03576584532857	right	left	False
223.7060933187604	10.026201133616269	right	left	False
236.15159037802368	10.02867782767862	right	left	False
249.83078784961253	10.0334134651348	right	left	False
262.3444047048688	9.975849228911102	right	left	False
274.42659169156104	9.982704886235297	left	left	True
287.66781448572874	10.018853893503547	left	right	False
300.15363844297826	10.026565756648779	right	left	False
311.9238617569208	10.019989302381873	left	left	True
323.99793522339314	10.0284563023597	right	right	True
336.65706028882414	9.974718870595098	left	left	True
348.943710132502	9.990283426828682	left	left	True
362.3300395216793	10.041848029009998	left	left	True
374.32033168524504	9.986422535032034	right	right	True
386.36217176541686	10.032879495061934	right	right	True
398.40045845042914	10.040052870288491	left	right	False
410.8090922944248	10.031609443947673	right	right	True
423.26056577451527	10.027746587991714	left	left	True
435.2327664969489	10.032774637453258	right	left	False
447.2193006686866	10.041840274818242	right	left	False
459.15762916672975	10.025565972551703	left	right	False
471.7053556777537	10.037622977979481	left	left	True
485.0950448969379	10.035199495963752	right	left	False
499.4230585247278	9.983677295967937	left	left	True
512.0894985282794	10.026320770382881	right	right	True
526.097955275327	9.980288196355104	left	right	False
538.081636281684	10.026995102874935	left	right	False
550.0641771499068	10.02180837187916	right	right	True
562.3463163236156	10.038341242820024	right	left	False
574.6929319435731	9.987276714295149	right	left	False
586.575509336777	9.98937340080738	right	left	False
599.1443737214431	9.986812341026962	left	left	True
613.0949269095436	10.0228938087821	right	left	False
625.2766104871407	9.97824321128428	left	right	False
637.4630252942443	10.032498096115887	left	right	False
654.0443183202296	9.987263597548008	right	left	False
665.5677352575585	9.99092631507665	left	left	True
677.0967047428712	10.03236663993448	right	left	False
689.1318133231252	9.992730065248907	right	left	False
700.9758087815717	9.98803180269897	right	left	False
712.6515299957246	10.023992113769054	left	left	True
724.5732264192775	9.98999500554055	right	right	True
736.4527207808569	10.029010959900916	left	left	True
748.2755104433745	9.988397540524602	left	left	True
760.211144791916	10.029887465760112	right	left	False
772.3386667184532	9.982245466671884	left	left	True
784.476957064122	10.033388551324606	left	left	True
796.9257426364347	9.981066687963903	left	right	False
808.7036090288311	10.026311060413718	right	left	False
820.8493735706434	10.02712754625827	left	left	True
832.7281021317467	10.031919597648084	left	left	True
844.6609812164679	9.984979002736509	right	left	False
856.4978031367064	9.983084116131067	right	left	False
868.4351948946714	10.031078143976629	left	left	True
880.3673336468637	10.029289573431015	right	right	True
892.3498686803505	10.034357333555818	left	left	True
904.2827617116272	10.033868994563818	left	right	False
917.1016433881596	10.037321630865335	left	right	False
928.9835260855034	9.98867505043745	right	left	False
940.6655785944313	10.033188880421221	right	left	False
952.3916672505438	9.981068506836891	left	left	True
964.4779590256512	10.029559324495494	left	left	True
976.3495412068442	10.02023674827069	right	left	False
988.5259884465486	9.981045884080231	right	left	False
1000.4070598296821	10.020486234687269	left	left	True
1012.220078933984	10.028261189348996	right	left	False
1023.8846557093784	10.0301309293136	right	left	False
1035.6639259466901	10.030249878764153	left	left	True
1048.8351571643725	9.992529364302754	right	left	False
1060.8825665386394	9.991181363351643	left	right	False
1072.669598522596	9.978615131229162	left	right	False
1084.7051906408742	10.031743356958032	left	right	False
1096.5308564919978	9.973820081911981	right	right	True
1108.246435822919	10.039950757287443	right	right	True
1122.5242144744843	10.036196017637849	left	left	True
1134.398624818772	9.985788273625076	left	left	True
1147.0076039135456	10.038007285445929	right	left	False
1159.3494314728305	9.993218841031194	right	left	False
1171.0800591697916	10.029310596175492	left	left	True
1188.2988473987207	9.98431917000562	left	left	True
1200.385979306884	10.028547402471304	left	left	True
1216.2433058088645	9.980916421860456	left	left	True
1228.169503451325	10.032351855188608	right	left	False
1240.8837083503604	10.035208757035434	right	left	False
1252.5477900011465	9.980762702412903	left	left	True
1264.270069822669	10.04181622248143	left	left	True
1276.0578324785456	10.030149329453707	left	right	False
1287.8854785542935	10.026389796286821	right	right	True
1299.8109094658867	10.042559575289488	right	right	True
1311.542857248336	10.02352396864444	right	right	True
1324.5529176872224	10.02449091244489	left	right	False
1336.8925841655582	10.030800350941718	right	right	True
1348.671533071436	9.977568751201034	left	left	True
1360.290959934704	10.047577613033354	right	left	False
1372.0292260563	9.9856086820364	right	left	False
1383.6029720474035	10.026583065278828	left	left	True
1395.3168036555871	10.037364354357123	right	left	False
1407.1051329690963	9.977149801328778	left	left	True
1418.774322770536	10.024984951131046	left	left	True
1430.8485135715455	9.990582610480487	left	right	False
1442.7436947925016	9.993982030078769	right	right	True
1454.694329504855	10.041816555894911	right	right	True
1466.5345888705924	9.983489187434316	right	right	True
