onset	duration	sync_side	response	correct
0.0	10.02356137521565	right	right	True
13.215528711676598	10.037077959626913	right	left	False
26.126016008667648	10.036142874509096	right	left	False
40.240006749518216	9.985326645895839	right	right	True
53.30994756054133	9.97616891656071	right	left	False
67.46487170737237	9.993315549567342	right	right	True
80.24360158387572	10.034615808166564	right	left	False
92.80131822358817	10.027805677615106	right	right	True
105.55288173537701	9.979667896404862	left	right	False
118.16391200758517	9.987159730866551	right	left	False
131.0857181623578	10.04112693015486	left	right	False
144.00753289833665	9.996409814804792	right	left	False
157.3438094574958	9.9845663709566	right	right	True
170.10328173544258	10.03779985383153	right	left	False
182.92392375972122	10.029587490484118	right	right	True
195.94292385596782	10.02072751801461	right	right	True
208.5845009861514	9.989966044202447	left	left	True
221.87070704624057	10.039992989040911	right	right	True
234.48014635313302	10.03674936760217	left	left	True
247.75104506872594	10.029174073599279	right	right	True
259.6270413612947	9.982729795388877	left	right	False
272.4938458260149	10.037154824472964	right	left	False
286.5560356294736	9.986400531604886	right	right	True
299.3747899411246	10.030066722072661	left	right	False
312.1806876864284	9.988021898083389	left	right	False
324.74519858695567	9.983365991152823	right	left	False
338.54913603235036	10.041512050665915	left	left	True
352.2030566036701	10.042132779024541	left	right	False
366.2745788330212	9.997315020300448	left	left	True
380.88018031138927	10.041199315339327	left	left	True
394.42692588828504	10.028433872386813	left	right	False
407.12385978456587	10.036318454891443	right	left	False
420.094739664346	10.03829806111753	left	left	True
432.8117726119235	10.040287978947163	left	left	True
445.78892957419157	10.0474867625162	right	right	True
459.5068715941161	9.986777005717158	right	right	True
472.321478927508	10.03072198946029	left	left	True
485.5055041294545	10.028192298486829	right	right	True
498.3661275263876	10.03266181703657	left	right	False
511.3400563793257	9.98418025765568	left	left	True
524.1068460373208	9.97082498576492	left	left	True
536.9765413440764	10.035920566879213	right	right	True
551.6076917853206	10.021368931047618	right	right	True
565.1934184655547	10.02660620212555	left	left	True
577.8538584941998	9.989504670724273	right	right	True
590.4243170013651	9.988007767125964	left	left	True
603.9732811069116	10.024903233163059	right	right	True
616.5255215493962	9.993173834867775	right	right	True
629.0449188062921	10.028428060002625	right	right	True
641.65907684993	10.019110252149403	right	left	False
654.8236208362505	10.02901465818286	left	left	True
667.8484603688121	10.034964334219694	left	left	True
679.9452155223116	10.03798140771687	right	right	True
692.604108935222	9.989809181541204	right	right	True
705.1690987199545	10.034265748225152	right	right	True
722.2317370660603	10.032139237970114	right	left	False
736.6511087408289	10.034933815710247	left	left	True
750.2956274645403	10.031554736196995	left	right	False
763.0510898437351	10.0276757190004	left	left	True
775.6539577720687	10.03435231372714	left	left	True
788.9382980149239	10.030390455387533	right	right	True
803.0916348742321	9.995558373630047	right	left	False
815.757393357344	10.048086707480252	left	right	False
830.0875518787652	9.989118439145386	right	right	True
842.5462973462418	10.031207347288728	left	left	True
855.1429825639352	9.98656127601862	right	right	True
867.8531629638746	10.035318279638886	right	right	True
880.5649672951549	9.985045108944178	left	right	False
893.23388827499	9.99259413126856	right	left	False
905.8138789888471	10.031172400340438	left	right	False
918.670985782519	10.034041392616928	right	left	False
931.2303482238203	10.027007358148694	right	left	False
944.1854391759261	10.028771799989045	right	right	True
956.6813537413254	10.035255576483905	left	left	True
968.8284004330635	10.028617986477911	right	right	True
983.5416861921549	10.02918232511729	right	left	False
996.0337724229321	9.982508328743279	right	right	True
1008.6375837894157	10.035891194827855	left	left	True
1022.3215624867007	10.033259215764701	left	right	False
1036.2748080249876	9.987885397858918	right	left	False
1048.891612201929	9.986760252155364	right	left	False
1061.7546451743692	10.037237499840558	left	right	False
1074.4102128781378	9.982434472069144	left	right	False
1087.2297147559002	10.031300637871027	right	left	False
1100.0880776531994	10.023998490534723	left	left	True
1112.9421947188675	10.03778919763863	left	right	False
1125.3981822514907	10.027535388246179	right	right	True
1138.1038616681471	10.014926016330719	left	left	True
1152.5516172749922	9.98271680623293	right	left	False
1165.3022748455405	10.030290509574115	right	left	False
1177.8981804922223	9.98582458589226	right	right	True
1191.6444622734562	10.032718466594815	left	left	True
1205.07027758006	9.983443818055093	right	left	False
1217.7358944835141	10.03578703571111	right	right	True
1230.231259226799	10.033897791989148	left	left	True
1243.3516390118748	10.033376194536686	right	left	False
1257.3923158859834	10.035345626994967	right	right	True
1270.050098397769	9.981094505637884	right	left	False
1283.4925072658807	10.034417773596942	right	left	False
1296.4148053452373	9.984565096907318	right	left	False
1308.9831639816985	10.027614349499345	left	right	False
1321.695285115391	9.981546569615602	right	left	False
1334.4054549345747	9.984752349555492	right	right	True
1347.1057980721816	10.039382833987474	left	right	False
1360.6476106774062	9.988214373588562	right	left	False
1374.4498903593048	9.983372386544943	left	left	True
1387.9305565208197	10.024349255487323	right	left	False
1401.3064469974488	10.033109514042735	left	left	True
1414.070193586871	10.041378839872777	right	right	True
1427.1929948478937	10.036961098201573	left	left	True
1441.5002817278728	9.978737277910113	left	right	False
1455.2536649256945	10.03623157273978	right	right	True
1473.0566873662174	9.9819232551381	left	right	False
1486.181750426069	10.027266707271338	left	left	True
1500.5983458431438	10.03650373313576	left	right	False
1515.179536415264	9.982580672949553	right	right	True
1527.8371077831835	10.035642457194626	left	right	False
1541.3831576816738	9.98723060451448	left	left	True
1555.90600045491	10.028370548970997	left	right	False
1569.8082090783864	10.029075589962304	right	right	True
